ts_utc,name,tier,source
2017-10-12T12:30:00+00:00,PPI,medium,https://web.archive.org/web/20170601id_/https://www.bls.gov/schedule/news_release/ppi.htm
2017-10-13T12:30:00+00:00,CPI,high,https://web.archive.org/web/20170601id_/https://www.bls.gov/schedule/news_release/cpi.htm
2017-11-03T12:30:00+00:00,Employment Situation (NFP),high,https://web.archive.org/web/20180601id_/https://www.bls.gov/schedule/news_release/empsit.htm
2017-11-14T13:30:00+00:00,PPI,medium,https://web.archive.org/web/20170601id_/https://www.bls.gov/schedule/news_release/ppi.htm
2017-11-15T13:30:00+00:00,CPI,high,https://web.archive.org/web/20180601id_/https://www.bls.gov/schedule/news_release/cpi.htm
2017-12-08T13:30:00+00:00,Employment Situation (NFP),high,https://web.archive.org/web/20180601id_/https://www.bls.gov/schedule/news_release/empsit.htm
2017-12-12T13:30:00+00:00,PPI,medium,https://web.archive.org/web/20170601id_/https://www.bls.gov/schedule/news_release/ppi.htm
2017-12-13T13:30:00+00:00,CPI,high,https://web.archive.org/web/20180601id_/https://www.bls.gov/schedule/news_release/cpi.htm
2018-01-05T13:30:00+00:00,Employment Situation (NFP),high,https://web.archive.org/web/20180601id_/https://www.bls.gov/schedule/news_release/empsit.htm
2018-01-11T13:30:00+00:00,PPI,medium,https://web.archive.org/web/20180120id_/https://www.bls.gov/schedule/2018/01_sched.htm
2018-01-12T13:30:00+00:00,CPI,high,https://web.archive.org/web/20180601id_/https://www.bls.gov/schedule/news_release/cpi.htm
2018-02-02T13:30:00+00:00,Employment Situation (NFP),high,https://web.archive.org/web/20180601id_/https://www.bls.gov/schedule/news_release/empsit.htm
2018-02-14T13:30:00+00:00,CPI,high,https://web.archive.org/web/20180601id_/https://www.bls.gov/schedule/news_release/cpi.htm
2018-02-15T13:30:00+00:00,PPI,medium,https://web.archive.org/web/20180220id_/https://www.bls.gov/schedule/2018/02_sched.htm
2018-03-09T13:30:00+00:00,Employment Situation (NFP),high,https://web.archive.org/web/20180601id_/https://www.bls.gov/schedule/news_release/empsit.htm
2018-03-13T12:30:00+00:00,CPI,high,https://web.archive.org/web/20180601id_/https://www.bls.gov/schedule/news_release/cpi.htm
2018-03-14T12:30:00+00:00,PPI,medium,https://web.archive.org/web/20180320id_/https://www.bls.gov/schedule/2018/03_sched.htm
2018-04-06T12:30:00+00:00,Employment Situation (NFP),high,https://web.archive.org/web/20180601id_/https://www.bls.gov/schedule/news_release/empsit.htm
2018-04-10T12:30:00+00:00,PPI,medium,https://web.archive.org/web/20180420id_/https://www.bls.gov/schedule/2018/04_sched.htm
2018-04-11T12:30:00+00:00,CPI,high,https://web.archive.org/web/20180601id_/https://www.bls.gov/schedule/news_release/cpi.htm
2018-05-04T12:30:00+00:00,Employment Situation (NFP),high,https://web.archive.org/web/20180601id_/https://www.bls.gov/schedule/news_release/empsit.htm
2018-05-09T12:30:00+00:00,PPI,medium,https://web.archive.org/web/20180520id_/https://www.bls.gov/schedule/2018/05_sched.htm
2018-05-10T12:30:00+00:00,CPI,high,https://web.archive.org/web/20180601id_/https://www.bls.gov/schedule/news_release/cpi.htm
2018-06-01T12:30:00+00:00,Employment Situation (NFP),high,https://web.archive.org/web/20180601id_/https://www.bls.gov/schedule/news_release/empsit.htm
2018-06-12T12:30:00+00:00,CPI,high,https://web.archive.org/web/20180601id_/https://www.bls.gov/schedule/news_release/cpi.htm
2018-06-13T12:30:00+00:00,PPI,medium,https://web.archive.org/web/20180620id_/https://www.bls.gov/schedule/2018/06_sched.htm
